QP_name,Regularization,Iteration,Cost,Decomp_Flop,Status
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_12,H_GMW,18,-0.11575298761041322,900,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_13,NO_REGULARIZE,19,-0.10533785878949967,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_13,PM_MIRROR,19,-0.10533785878949967,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_13,PM_GMW,19,-0.10533785878949967,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_13,H_PROJECT,19,-0.10533785878949967,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_13,H_MIRROR,19,-0.10533785878949967,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_13,H_GMW,19,-0.10533785878949967,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_14,NO_REGULARIZE,18,-0.09294112208648497,900,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_14,PM_MIRROR,18,-0.09294112208648497,900,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_14,PM_GMW,18,-0.09294112208648497,900,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_14,H_PROJECT,18,-0.09294112208648497,900,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_14,H_MIRROR,18,-0.09294112208648497,900,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_14,H_GMW,18,-0.09294112208648497,900,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_15,NO_REGULARIZE,20,-0.04773553123658439,1000,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_15,PM_MIRROR,20,-0.04773553123658439,1000,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_15,PM_GMW,20,-0.04773553123658439,1000,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_15,H_PROJECT,20,-0.04773553123658439,1000,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_15,H_MIRROR,20,-0.04773553123658439,1000,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_15,H_GMW,20,-0.04773553123658439,1000,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_16,NO_REGULARIZE,16,0.006405005386667454,774,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_16,PM_MIRROR,28,-0.004660807152933771,3306.0,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_16,PM_GMW,31,-0.0046608068823766075,1646.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_16,H_PROJECT,116,-0.004660807147441863,2099027.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_16,H_MIRROR,120,-0.0027875746740114856,2226089.75,2
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_16,H_GMW,120,-0.002160239951958648,93277.25,2
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_2,NO_REGULARIZE,8,9.806169693926401,375,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_2,PM_MIRROR,19,7.83651770258755,1188.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_2,PM_GMW,20,7.836517755871128,1017.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_2,H_PROJECT,47,7.904809469489982,741989.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_2,H_MIRROR,83,7.904809477373061,1483366.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_2,H_GMW,100,7.904809634859437,77118.0,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_22,NO_REGULARIZE,19,-0.0008837923039147279,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_22,PM_MIRROR,19,-0.0008837923039147279,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_22,PM_GMW,19,-0.0008837923039147279,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_22,H_PROJECT,19,-0.0008837923039147279,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_22,H_MIRROR,19,-0.0008837923039147279,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_22,H_GMW,19,-0.0008837923039147279,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_26,NO_REGULARIZE,15,0.00523801028839267,722,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_26,PM_MIRROR,31,-0.008196544700901011,3932.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_26,PM_GMW,33,-0.008196543815718205,1772.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_26,H_PROJECT,80,-0.008196544709757343,1230327.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_26,H_MIRROR,108,-0.008196544709755794,1781457.0,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_26,H_GMW,120,-0.003401373787462871,91604.75,2
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_28,NO_REGULARIZE,15,0.005439133960572156,722,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_28,PM_MIRROR,27,-0.01822419346410516,3970.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_28,PM_GMW,26,-0.018224243414764047,1387.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_28,H_PROJECT,51,-0.018224246333053563,615556.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_28,H_MIRROR,43,-0.018224246333087835,446072.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_28,H_GMW,49,-0.018224231224733177,24767.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_29,NO_REGULARIZE,19,-0.0008649905678073179,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_29,PM_MIRROR,19,-0.0008649905678073179,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_29,PM_GMW,19,-0.0008649905678073179,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_29,H_PROJECT,19,-0.0008649905678073179,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_29,H_MIRROR,19,-0.0008649905678073179,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_29,H_GMW,19,-0.0008649905678073179,950,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_3,NO_REGULARIZE,8,14.189033598356962,374,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_3,PM_MIRROR,23,12.082173486268452,2579.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_3,PM_GMW,25,12.082173077532609,1302.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_3,H_PROJECT,35,12.187865217824076,466762.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_3,H_MIRROR,58,12.187865217823932,869499.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_3,H_GMW,68,12.187865218154043,44604.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_30,NO_REGULARIZE,8,1.0775745881630203,374,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_30,PM_MIRROR,22,-0.2784062524573548,2529.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_30,PM_GMW,24,-0.2784064350944646,1243.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_30,H_PROJECT,34,-0.004854630522702073,424327.0,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_30,H_MIRROR,55,-0.004854629818358881,911309.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_30,H_GMW,120,-0.004854630523058715,81936.25,2
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_32,NO_REGULARIZE,11,0.20413555214459717,522,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_32,PM_MIRROR,19,0.003772122288358941,1426.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_32,PM_GMW,19,0.0037721226141075198,967.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_32,H_PROJECT,37,-0.033204669501061344,382329.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_32,H_MIRROR,53,-0.03320466944608667,679058.0,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_32,H_GMW,58,-0.033204669501439354,32621.0,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_33,NO_REGULARIZE,9,0.8226772121915676,418,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_33,PM_MIRROR,21,-0.04215525999048092,1288.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_33,PM_GMW,21,-0.04215525999003109,1058.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_33,H_PROJECT,31,-0.04215525999089427,360885.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_33,H_MIRROR,59,-0.04215525994473028,975170.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_33,H_GMW,78,-0.04215525988861302,43138.0,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_34,NO_REGULARIZE,22,-0.025052669402866965,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_34,PM_MIRROR,22,-0.025052669402866965,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_34,PM_GMW,22,-0.025052669402866965,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_34,H_PROJECT,22,-0.025052669402866965,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_34,H_MIRROR,22,-0.025052669402866965,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_34,H_GMW,22,-0.025052669402866965,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_35,NO_REGULARIZE,24,-0.011357596261797892,1200,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_35,PM_MIRROR,24,-0.011357596261797892,1200,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_35,PM_GMW,24,-0.011357596261797892,1200,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_35,H_PROJECT,24,-0.011357596261797892,1200,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_35,H_MIRROR,24,-0.011357596261797892,1200,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_35,H_GMW,24,-0.011357596261797892,1200,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_36,NO_REGULARIZE,20,-0.01442906201808849,975,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_36,PM_MIRROR,24,-0.015629039243497404,1438.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_36,PM_GMW,24,-0.01562903948909277,1208.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_36,H_PROJECT,27,-0.01562903852937902,64781.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_36,H_MIRROR,29,-0.01562902480159021,107164.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_36,H_GMW,30,-0.015629023650989497,6477.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_38,NO_REGULARIZE,20,-0.009314695090513697,975,1
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_38,PM_MIRROR,24,-0.01040600635052251,1438.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_38,PM_GMW,24,-0.010406006387583116,1208.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_38,H_PROJECT,28,-0.010406006399983743,64831.25,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_38,H_MIRROR,30,-0.01040599697170587,128352.5,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_38,H_GMW,31,-0.010405997829026301,7356.75,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_39,NO_REGULARIZE,22,6.425888837199194e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_39,PM_MIRROR,22,6.425888837199194e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_39,PM_GMW,22,6.425888837199194e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_39,H_PROJECT,22,6.425888837199194e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_39,H_MIRROR,22,6.425888837199194e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_39,H_GMW,22,6.425888837199194e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_40,NO_REGULARIZE,22,3.1866560841753975e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_40,PM_MIRROR,22,3.1866560841753975e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_40,PM_GMW,22,3.1866560841753975e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_40,H_PROJECT,22,3.1866560841753975e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_40,H_MIRROR,22,3.1866560841753975e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_40,H_GMW,22,3.1866560841753975e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_41,NO_REGULARIZE,22,3.265576656302154e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_41,PM_MIRROR,22,3.265576656302154e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_41,PM_GMW,22,3.265576656302154e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_41,H_PROJECT,22,3.265576656302154e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_41,H_MIRROR,22,3.265576656302154e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_41,H_GMW,22,3.265576656302154e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_42,NO_REGULARIZE,22,3.268692925286045e-05,1100,0
dubins_car_parallel_parking_FU_INDE_RE_INDE_status_4_iter_42,PM_MIRROR,22,3.268692925286045e-05,1100,0
